league_id,season,stage,source_code,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,AvgCA,AvgCD,AvgCH,B365CA,B365CD,B365CH,BFECA,BFECD,BFECH,Country,League,MaxCA,MaxCD,MaxCH,PSCA,PSCD,PSCH,Season
SWE_Allsvenskan,2023,regular_league,SWE,08/10/2023,16:30,Hammarby,Hacken,2,2,D,2.55,3.65,2.54,,,,,,,Sweden,Allsvenskan,2.65,3.82,2.63,2.64,3.74,2.62,2023
SWE_Allsvenskan,2023,regular_league,SWE,08/10/2023,16:30,Varberg,Djurgarden,0,1,A,1.47,4.41,6.59,,,,,,,Sweden,Allsvenskan,1.52,4.7,7.2,1.51,4.51,6.87,2023
SWE_Allsvenskan,2023,regular_league,SWE,21/10/2023,14:00,Degerfors,Kalmar,1,3,A,2.48,3.29,2.85,,,,,,,Sweden,Allsvenskan,2.63,3.4,3,2.55,3.3,3,2023
SWE_Allsvenskan,2023,regular_league,SWE,21/10/2023,16:30,Sirius,Brommapojkarna,3,2,H,3.06,3.72,2.18,,,,,,,Sweden,Allsvenskan,3.56,3.96,2.32,3.02,3.76,2.32,2023
SWE_Allsvenskan,2023,regular_league,SWE,22/10/2023,14:00,Djurgarden,Hammarby,0,0,D,3.36,3.38,2.17,,,,,,,Sweden,Allsvenskan,3.53,3.51,2.26,3.47,3.37,2.26,2023
SWE_Allsvenskan,2023,regular_league,SWE,22/10/2023,14:00,Halmstad,Mjallby,1,1,D,3.28,3.15,2.31,,,,,,,Sweden,Allsvenskan,3.51,3.34,2.41,3.51,3.13,2.36,2023
SWE_Allsvenskan,2023,regular_league,SWE,22/10/2023,16:30,Hacken,Norrkoping,4,1,H,7.19,5.43,1.37,,,,,,,Sweden,Allsvenskan,7.63,5.9,1.41,7.41,5.71,1.38,2023
SWE_Allsvenskan,2023,regular_league,SWE,22/10/2023,16:30,Malmo FF,Varberg,5,0,H,24.18,11.38,1.08,,,,,,,Sweden,Allsvenskan,35,14,1.1,26.94,13.45,1.08,2023
SWE_Allsvenskan,2023,regular_league,SWE,23/10/2023,18:00,Varnamo,Goteborg,3,1,H,2.3,3.31,3.15,,,,,,,Sweden,Allsvenskan,2.4,3.43,3.38,2.32,3.36,3.36,2023
SWE_Allsvenskan,2023,regular_league,SWE,23/10/2023,18:10,Elfsborg,AIK,3,0,H,4.28,3.63,1.83,,,,,,,Sweden,Allsvenskan,4.75,3.86,1.89,4.5,3.69,1.86,2023
SWE_Allsvenskan,2023,regular_league,SWE,28/10/2023,14:00,Brommapojkarna,Djurgarden,1,2,A,2.12,3.6,3.25,,,,,,,Sweden,Allsvenskan,2.21,3.8,3.41,2.16,3.77,3.32,2023
SWE_Allsvenskan,2023,regular_league,SWE,28/10/2023,16:30,Varberg,Degerfors,1,1,D,2.05,3.69,3.37,,,,,,,Sweden,Allsvenskan,2.14,3.9,3.65,2.12,3.85,3.37,2023
SWE_Allsvenskan,2023,regular_league,SWE,29/10/2023,14:00,Kalmar,Varnamo,1,3,A,3.29,3.46,2.15,,,,,,,Sweden,Allsvenskan,3.53,3.6,2.3,3.46,3.5,2.2,2023
SWE_Allsvenskan,2023,regular_league,SWE,29/10/2023,14:00,Mjallby,Hacken,2,1,H,1.76,3.97,4.24,,,,,,,Sweden,Allsvenskan,1.79,4.3,4.79,1.78,4.21,4.35,2023
SWE_Allsvenskan,2023,regular_league,SWE,29/10/2023,14:00,Norrkoping,Malmo FF,0,1,A,1.46,4.69,6.32,,,,,,,Sweden,Allsvenskan,1.52,5,7.1,1.45,5,7.1,2023
SWE_Allsvenskan,2023,regular_league,SWE,29/10/2023,16:30,AIK,Halmstad,1,1,D,5.31,3.68,1.68,,,,,,,Sweden,Allsvenskan,6.04,3.85,1.81,6.04,3.8,1.66,2023
